日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/10/01,"22,409,380","5,882,532,290",262.00,264.00,261.00,263.00,+0.50,"11,914"
107/10/02,"38,391,491","9,926,505,357",262.00,263.00,257.00,257.50,-5.50,"17,095"
107/10/03,"25,228,536","6,527,393,860",257.50,260.00,257.00,260.00,+2.50,"9,992"
107/10/04,"38,009,727","9,690,178,362",257.00,257.50,254.00,254.00,-6.00,"15,094"
107/10/05,"40,396,660","10,101,451,270",250.00,253.00,248.50,250.00,-4.00,"16,031"
107/10/08,"51,083,958","12,426,290,240",245.50,246.50,241.00,243.50,-6.50,"20,745"
107/10/09,"28,933,345","7,051,600,725",243.50,245.00,242.00,244.00,+0.50,"11,743"
107/10/11,"96,033,657","22,115,862,239",233.50,233.50,227.00,227.50,-16.50,"37,543"
107/10/12,"54,439,769","12,650,322,522",231.00,237.00,229.00,237.00,+9.50,"17,980"
107/10/15,"46,471,280","10,766,953,220",234.00,234.00,230.50,230.50,-6.50,"16,558"
107/10/16,"39,129,077","9,155,829,047",229.50,237.00,229.00,237.00,+6.50,"15,182"
107/10/17,"42,887,858","10,318,955,161",241.50,243.00,238.00,238.50,+1.50,"17,550"
107/10/18,"27,793,430","6,587,887,632",238.00,239.00,235.50,236.50,-2.00,"10,599"
107/10/19,"29,648,460","6,927,405,460",231.00,236.50,230.00,236.00,-0.50,"12,378"
107/10/22,"29,275,777","6,872,467,149",232.50,238.00,231.50,237.00,+1.00,"10,384"
107/10/23,"36,757,745","8,538,586,595",232.00,234.00,230.00,230.00,-7.00,"13,071"
107/10/24,"45,480,950","10,426,514,872",230.00,231.00,227.00,229.50,-0.50,"17,339"
107/10/25,"75,524,118","16,643,542,368",220.50,222.00,219.50,219.50,-10.00,"27,514"
107/10/26,"54,073,644","11,941,421,696",223.00,224.00,217.00,221.00,+1.50,"17,106"
107/10/29,"18,463,792","4,107,663,616",223.00,224.00,221.00,222.50,+1.50,"7,679"
107/10/30,"29,085,931","6,487,213,284",221.00,225.00,220.50,223.00,+0.50,"8,574"
107/10/31,"59,933,201","13,844,478,353",228.00,234.00,228.00,234.00,+11.00,"19,183"
