日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
110/09/01,"31,242,788","19,126,702,297",614.00,614.00,608.00,613.00,-1.00,"30,125"
110/09/02,"26,715,492","16,341,803,689",613.00,615.00,607.00,607.00,-6.00,"26,153"
110/09/03,"53,915,006","33,278,648,609",610.00,620.00,610.00,620.00,+13.00,"62,288"
110/09/06,"59,223,061","37,250,623,087",623.00,638.00,621.00,631.00,+11.00,"77,024"
110/09/07,"27,422,775","17,191,259,166",634.00,634.00,623.00,623.00,-8.00,"29,823"
110/09/08,"38,713,621","23,960,375,113",622.00,627.00,612.00,619.00,-4.00,"38,267"
110/09/09,"19,309,522","11,886,107,760",612.00,620.00,610.00,619.00,0.00,"19,569"
110/09/10,"16,740,439","10,365,721,937",615.00,623.00,614.00,622.00,+3.00,"17,067"
110/09/13,"15,809,768","9,734,528,161",619.00,620.00,613.00,615.00,-7.00,"21,779"
110/09/14,"16,024,935","9,849,961,184",618.00,618.00,612.00,613.00,-2.00,"13,569"
110/09/15,"26,041,452","15,872,971,715",610.00,613.00,607.00,607.00,-6.00,"24,839"
110/09/16,"23,315,040","14,030,697,248",603.00,607.00,599.00,600.00,X0.00,"31,437"
110/09/17,"42,383,815","25,510,152,115",600.00,610.00,599.00,600.00,0.00,"18,681"
110/09/22,"42,732,169","25,056,693,727",586.00,589.00,583.00,586.00,-14.00,"70,389"
110/09/23,"22,736,266","13,406,035,166",588.00,593.00,588.00,588.00,+2.00,"22,991"
110/09/24,"17,302,848","10,289,114,839",591.00,598.00,590.00,598.00,+10.00,"15,796"
110/09/27,"20,034,221","11,993,300,562",600.00,602.00,593.00,602.00,+4.00,"16,349"
110/09/28,"17,325,896","10,291,543,822",595.00,596.00,592.00,594.00,-8.00,"16,496"
110/09/29,"51,834,124","30,040,354,500",580.00,583.00,577.00,580.00,-14.00,"95,024"
110/09/30,"36,318,623","21,054,651,328",580.00,585.00,575.00,580.00,0.00,"32,973"
