日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
101/04/02,"23,685,785","2,004,876,504",84.80,85.20,84.00,85.10,+0.20,"5,739"
101/04/03,"31,283,310","2,645,055,555",85.00,85.00,83.80,85.00,-0.10,"9,307"
101/04/05,"47,674,092","3,981,054,535",83.30,84.00,83.10,83.10,-1.90,"10,496"
101/04/06,"34,112,593","2,850,369,829",84.00,84.00,83.10,83.80,+0.70,"6,984"
101/04/09,"23,247,382","1,924,344,706",82.00,83.60,82.00,83.00,-0.80,"4,830"
101/04/10,"33,387,462","2,750,637,584",83.10,83.50,81.80,82.00,-1.00,"8,736"
101/04/11,"40,770,099","3,375,902,298",82.00,83.50,81.70,82.40,+0.40,"9,982"
101/04/12,"39,454,847","3,237,579,871",82.50,82.70,81.50,82.60,+0.20,"9,060"
101/04/13,"44,743,187","3,771,618,241",83.40,85.00,82.70,84.90,+2.30,"12,532"
101/04/16,"19,776,331","1,673,137,250",84.60,85.00,83.80,84.90,0.00,"6,073"
101/04/17,"29,502,643","2,483,240,605",84.90,84.90,83.40,83.80,-1.10,"8,235"
101/04/18,"32,818,738","2,781,054,178",85.00,85.00,84.40,85.00,+1.20,"9,007"
101/04/19,"31,617,591","2,694,071,757",84.50,85.80,84.30,85.80,+0.80,"11,044"
101/04/20,"29,213,382","2,479,584,488",85.00,85.70,84.10,84.30,-1.50,"7,475"
101/04/23,"20,351,923","1,709,684,570",84.20,84.60,83.40,84.30,0.00,"4,905"
101/04/24,"33,319,546","2,803,922,726",83.80,84.60,83.60,84.60,+0.30,"7,216"
101/04/25,"49,611,004","4,186,151,236",84.90,84.90,83.90,84.20,-0.40,"6,924"
101/04/26,"21,066,491","1,764,147,209",84.20,84.20,83.50,84.00,-0.20,"7,253"
101/04/27,"118,848,912","10,407,797,340",87.00,89.80,86.00,86.00,+2.00,"22,211"
101/04/30,"47,647,085","4,118,427,614",86.30,87.40,85.70,86.80,+0.80,"10,555"
