日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
109/01/02,"33,282,120","11,224,165,450",332.50,339.00,332.50,339.00,+8.00,"17,160"
109/01/03,"42,023,268","14,295,651,580",344.00,345.00,335.50,339.50,+0.50,"20,545"
109/01/06,"45,677,057","15,210,531,318",333.00,334.50,332.00,332.00,-7.50,"22,944"
109/01/07,"51,746,181","17,053,282,011",332.50,333.00,326.50,329.50,-2.50,"22,362"
109/01/08,"37,913,748","12,484,410,088",325.00,333.00,325.00,329.50,0.00,"18,228"
109/01/09,"32,397,504","10,890,847,940",335.00,337.50,333.50,337.50,+8.00,"16,793"
109/01/10,"27,880,115","9,432,320,316",340.50,341.00,336.00,339.50,+2.00,"13,296"
109/01/13,"30,663,332","10,455,852,739",342.00,342.00,339.00,341.50,+2.00,"13,457"
109/01/14,"30,368,993","10,488,360,978",345.50,346.00,344.50,346.00,+4.50,"16,339"
109/01/15,"54,575,274","18,590,754,206",345.00,345.00,337.50,340.00,-6.00,"20,392"
109/01/16,"58,217,420","19,431,133,895",330.00,336.50,330.00,334.50,-5.50,"24,721"
109/01/17,"53,908,097","17,977,119,406",334.00,335.50,332.00,333.00,-1.50,"23,954"
109/01/20,"35,551,203","11,865,436,839",334.00,335.50,333.00,333.00,0.00,"15,095"
109/01/30,"126,820,049","40,734,449,874",326.00,326.00,316.50,316.50,-16.50,"55,603"
109/01/31,"62,912,055","20,205,365,710",323.00,323.50,319.00,320.00,+3.50,"22,639"
