日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
107/12/03,"49,612,186","11,579,966,474",231.00,235.00,231.00,235.00,+9.50,"19,747"
107/12/04,"41,947,162","9,791,147,799",233.00,234.50,231.00,234.00,-1.00,"12,545"
107/12/05,"45,634,576","10,316,394,736",226.50,227.50,225.00,226.00,-8.00,"15,703"
107/12/06,"40,181,112","8,853,295,746",220.00,222.00,219.50,220.00,-6.00,"15,702"
107/12/07,"31,997,568","7,097,739,916",222.50,223.50,220.50,221.00,+1.00,"8,315"
107/12/10,"26,229,461","5,744,814,170",219.50,220.00,218.50,219.00,-2.00,"8,650"
107/12/11,"27,395,220","6,067,551,383",220.00,223.00,219.00,222.50,+3.50,"8,509"
107/12/12,"32,926,379","7,418,108,779",223.50,227.00,222.50,226.50,+4.00,"9,117"
107/12/13,"32,433,141","7,345,479,366",227.00,227.50,225.00,226.00,-0.50,"8,635"
107/12/14,"43,226,159","9,570,070,114",223.00,223.50,220.50,222.50,-3.50,"10,454"
107/12/17,"18,964,952","4,229,977,248",221.00,225.00,220.00,223.50,+1.00,"6,449"
107/12/18,"30,270,541","6,713,448,829",221.00,223.00,220.50,222.50,-1.00,"10,521"
107/12/19,"23,415,082","5,255,393,450",222.00,225.50,222.00,225.50,+3.00,"7,875"
107/12/20,"38,697,116","8,573,665,030",221.00,222.50,221.00,221.00,-4.50,"10,528"
107/12/21,"46,947,532","10,401,202,852",219.00,224.00,219.00,223.50,+2.50,"9,554"
107/12/22,"5,185,247","1,145,814,834",220.00,221.50,220.00,221.50,-2.00,"2,229"
107/12/24,"23,376,100","5,151,549,100",221.50,221.50,219.50,220.00,-1.50,"6,122"
107/12/25,"19,402,777","4,198,767,163",215.50,218.00,215.00,217.50,-2.50,"8,065"
107/12/26,"16,893,259","3,678,108,462",218.50,219.50,216.00,216.50,-1.00,"6,998"
107/12/27,"21,915,484","4,874,845,852",222.00,224.00,220.50,223.00,+6.50,"9,531"
107/12/28,"30,156,773","6,762,447,425",223.50,225.50,222.50,225.50,+2.50,"10,247"
