日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
111/06/01,"32,970,903","18,171,598,472",550.00,555.00,548.00,549.00,-11.00,"33,456"
111/06/02,"26,063,495","14,122,936,388",544.00,545.00,540.00,540.00,-9.00,"30,042"
111/06/06,"23,732,327","12,843,324,209",541.00,544.00,538.00,540.00,0.00,"16,614"
111/06/07,"22,152,512","11,846,386,906",535.00,538.00,532.00,535.00,-5.00,"28,586"
111/06/08,"19,609,522","10,636,701,303",539.00,545.00,538.00,544.00,+9.00,"18,487"
111/06/09,"16,894,479","9,115,934,006",538.00,542.00,537.00,541.00,-3.00,"18,802"
111/06/10,"22,614,596","12,011,615,014",530.00,533.00,529.00,530.00,-11.00,"44,802"
111/06/13,"36,758,925","18,998,155,460",518.00,519.00,515.00,516.00,-14.00,"112,023"
111/06/14,"38,838,778","19,813,036,892",507.00,514.00,507.00,513.00,-3.00,"85,483"
111/06/15,"38,360,508","19,580,150,319",508.00,515.00,508.00,509.00,-4.00,"72,687"
111/06/16,"31,908,028","16,331,470,764",515.00,516.00,507.00,508.00,X0.00,"42,177"
111/06/17,"48,400,798","24,260,277,915",499.50,503.00,499.00,501.00,-7.00,"119,618"
111/06/20,"36,664,463","18,267,359,790",500.00,502.00,495.00,498.00,-3.00,"89,541"
111/06/21,"34,432,537","17,298,234,720",501.00,505.00,499.00,505.00,+7.00,"32,427"
111/06/22,"33,438,921","16,630,857,096",501.00,503.00,494.50,494.50,-10.50,"81,024"
111/06/23,"46,808,462","22,836,692,325",492.00,493.50,485.00,485.50,-9.00,"104,661"
111/06/24,"29,003,676","14,184,287,155",489.50,492.50,485.50,486.50,+1.00,"43,609"
111/06/27,"38,684,368","19,379,396,938",496.00,506.00,495.50,498.50,+12.00,"37,438"
111/06/28,"16,867,955","8,392,290,378",496.00,500.00,496.00,497.50,-1.00,"18,988"
111/06/29,"33,124,986","16,352,376,816",496.00,498.50,491.00,491.00,-6.50,"40,024"
111/06/30,"49,820,824","23,900,613,642",484.50,486.50,476.00,476.00,-15.00,"111,117"
