日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
105/12/01,"13,923,341","2,540,480,903",182.00,183.00,181.50,183.00,0.00,"6,514"
105/12/02,"53,946,366","9,634,395,330",179.00,179.50,178.00,178.00,-5.00,"21,618"
105/12/05,"32,249,536","5,771,614,169",178.00,180.00,178.00,179.00,+1.00,"10,198"
105/12/06,"27,728,861","5,051,414,702",181.00,183.00,180.50,182.00,+3.00,"10,430"
105/12/07,"14,529,260","2,645,149,219",183.00,183.50,181.50,181.50,-0.50,"5,127"
105/12/08,"27,276,757","5,030,766,288",184.00,185.50,183.00,185.50,+4.00,"11,258"
105/12/09,"24,890,768","4,618,750,580",186.00,186.00,184.50,186.00,+0.50,"8,116"
105/12/12,"18,817,929","3,494,579,936",186.00,187.00,184.00,185.00,-1.00,"6,853"
105/12/13,"23,692,594","4,398,859,330",186.50,186.50,184.50,186.00,+1.00,"7,561"
105/12/14,"16,768,971","3,131,823,106",186.50,187.50,185.50,187.50,+1.50,"6,485"
105/12/15,"24,244,941","4,508,246,366",185.00,187.50,184.50,187.00,-0.50,"6,135"
105/12/16,"36,266,938","6,720,634,530",185.50,187.00,185.00,185.00,-2.00,"7,994"
105/12/19,"20,553,355","3,763,429,465",184.00,184.50,182.50,182.50,-2.50,"7,956"
105/12/20,"24,243,414","4,394,840,051",181.00,182.50,180.00,182.50,0.00,"10,223"
105/12/21,"32,234,176","5,828,554,894",181.00,182.00,180.00,180.00,-2.50,"11,377"
105/12/22,"26,509,271","4,758,580,950",180.00,180.50,179.00,179.00,-1.00,"10,768"
105/12/23,"24,376,885","4,359,360,001",179.00,180.00,178.50,178.50,-0.50,"9,298"
105/12/26,"5,694,358","1,021,265,940",179.00,180.00,179.00,179.50,+1.00,"3,404"
105/12/27,"8,276,087","1,488,495,160",180.00,180.50,179.50,180.00,+0.50,"4,246"
105/12/28,"21,441,126","3,896,591,783",181.00,182.00,180.50,182.00,+2.00,"7,026"
105/12/29,"30,211,764","5,453,513,284",180.00,181.50,180.00,180.00,-2.00,"10,947"
105/12/30,"36,748,382","6,647,442,778",181.00,182.50,180.00,181.50,+1.50,"11,638"
